Transaction_ID,Product,Region,Quantity,Unit_Price,Total_Sales,Date
T00002073,Printer,Central,2,127.57,255.14,2023-03-23
T00002074,Keyboard,North,8,123.97,991.76,2020-10-06
T00002075,Smartwatch,North,17,1566.07,26623.19,2023-06-25
T00002076,Smartphone,North,20,1597.47,31949.4,2024-12-09
T00002077,Smartphone,West,9,698.25,6284.25,2020-08-15
T00002078,Smartwatch,North,13,1868.44,24289.72,2024-11-26
T00002079,Mouse,North,3,278.21,834.63,2022-03-22
T00002080,Keyboard,North,14,1277.67,17887.38,2022-11-20
T00002081,Smartphone,East,2,793.38,1586.76,2023-01-05
T00002082,Mouse,West,9,862.11,7758.99,2024-07-21
T00002083,Printer,North,7,101.35,709.45,2021-05-03
T00002084,Headphones,West,5,402.52,2012.6,2022-01-30
T00002085,Camera,South,19,1022.09,19419.71,2024-06-20
T00002086,Smartwatch,Central,1,1413.24,1413.24,2021-01-19
T00002087,Camera,West,16,466.65,7466.4,2023-06-29
T00002088,Headphones,West,4,726.4,2905.6,2020-04-01
T00002089,Mouse,West,10,1031.84,10318.4,2023-07-28
T00002090,Monitor,West,16,246.36,3941.76,2024-09-25
T00002091,Printer,East,4,1156.96,4627.84,2023-08-04
T00002092,Camera,North,19,1583.96,30095.24,2022-11-05
T00002093,Smartwatch,West,18,1975.75,35563.5,2022-02-01
T00002094,Camera,South,4,1202.91,4811.64,2020-08-01
T00002095,Smartwatch,North,16,1571.29,25140.64,2024-06-24
T00002096,Smartphone,West,5,991.06,4955.3,2020-08-31
T00002097,Camera,North,17,733.04,12461.68,2024-05-27
T00002098,Headphones,East,10,1900.94,19009.4,2020-06-16
T00002099,Keyboard,West,18,1996.22,35931.96,2024-08-29
T00002100,Camera,South,4,1870.97,7483.88,2021-02-04
T00002101,Mouse,Central,4,741.73,2966.92,2024-12-12
T00002102,Mouse,West,10,1952.17,19521.7,2024-05-13
T00002103,Printer,North,6,1426.25,8557.5,2020-12-09
T00002104,Printer,North,19,1839.73,34954.87,2023-02-24
T00002105,Printer,East,7,1498.3,10488.1,2024-05-19
T00002106,Tablet,West,6,1242.28,7453.68,2023-02-22
T00002107,Monitor,South,15,1343.29,20149.35,2020-10-13
T00002108,Camera,West,2,1737.46,3474.92,2022-01-24
T00002109,Mouse,North,3,1554.12,4662.36,2020-03-14
T00002110,Smartwatch,West,4,1720.36,6881.44,2022-12-28
T00002111,Mouse,East,1,1201.92,1201.92,2024-09-02
T00002112,Tablet,Central,9,1876.19,16885.71,2021-02-13
T00002113,Camera,West,16,1434.33,22949.28,2020-02-01
T00002114,Keyboard,East,11,191.46,2106.06,2021-08-27
T00002115,Headphones,Central,11,1472.31,16195.41,2024-11-12
T00002116,Smartphone,South,7,206.67,1446.69,2023-04-08
T00002117,Mouse,North,12,1285.11,15421.32,2021-02-23
T00002118,Smartphone,South,14,1524.5,21343.0,2022-12-16
T00002119,Laptop,West,7,167.59,1173.13,2023-11-28
T00002120,Camera,Central,13,426.51,5544.63,2024-05-23
T00002121,Mouse,South,5,1171.2,5856.0,2021-02-17
T00002122,Keyboard,South,12,212.44,2549.28,2023-06-20
T00002123,Monitor,East,15,901.76,13526.4,2022-01-15
T00002124,Headphones,South,14,1699.42,23791.88,2021-09-17
T00002125,Headphones,East,9,407.74,3669.66,2022-05-08
T00002126,Keyboard,East,3,355.61,1066.83,2023-07-26
T00002127,Headphones,West,5,718.22,3591.1,2020-01-27
T00002128,Printer,North,17,1002.26,17038.42,2021-03-01
T00002129,Smartwatch,West,20,957.55,19151.0,2021-02-07
T00002130,Camera,West,12,1123.16,13477.92,2020-01-25
T00002131,Monitor,North,7,417.94,2925.58,2021-08-01
T00002132,Tablet,South,14,241.68,3383.52,2023-08-31
T00002133,Keyboard,East,9,1962.42,17661.78,2021-10-05
T00002134,Camera,West,11,1622.24,17844.64,2024-01-13
T00002135,Tablet,Central,12,1269.75,15237.0,2022-12-11
T00002136,Keyboard,South,8,1298.45,10387.6,2023-12-19
T00002137,Headphones,North,7,707.42,4951.94,2021-11-10
T00002138,Keyboard,North,13,948.76,12333.88,2021-01-29
T00002139,Mouse,North,1,1542.69,1542.69,2024-05-30
T00002140,Mouse,East,17,1551.83,26381.11,2020-11-06
T00002141,Laptop,South,4,789.73,3158.92,2022-11-05
T00002142,Keyboard,Central,2,1373.64,2747.28,2022-01-02
T00002143,Printer,East,3,1635.11,4905.33,2021-01-15
T00002144,Smartwatch,North,12,468.34,5620.08,2023-01-03
T00002145,Camera,West,18,1640.68,29532.24,2021-01-26
T00002146,Mouse,Central,7,506.91,3548.37,2024-09-01
T00002147,Laptop,South,3,1165.25,3495.75,2023-01-11
T00002148,Keyboard,Central,11,1740.94,19150.34,2023-01-03
T00002149,Printer,East,16,1262.38,20198.08,2024-09-29
T00002150,Printer,West,18,1477.15,26588.7,2020-08-01
T00002151,Mouse,Central,11,1679.2,18471.2,2023-10-08
T00002152,Headphones,North,19,1345.8,25570.2,2022-10-08
T00002153,Smartphone,Central,14,348.23,4875.22,2024-01-19
T00002154,Smartwatch,South,6,114.78,688.68,2021-08-18
T00002155,Mouse,West,13,826.58,10745.54,2022-09-04
T00002156,Smartphone,North,19,339.25,6445.75,2023-09-05
T00002157,Laptop,Central,12,812.96,9755.52,2023-11-28
T00002158,Smartphone,West,19,1485.5,28224.5,2024-08-07
T00002159,Tablet,East,19,1615.98,30703.62,2024-12-09
T00002160,Camera,Central,16,686.95,10991.2,2024-12-18
T00002161,Smartphone,North,6,1692.22,10153.32,2021-10-09
T00002162,Printer,North,14,690.44,9666.16,2022-07-05
T00002163,Headphones,West,4,1581.6,6326.4,2022-01-06
T00002164,Laptop,East,12,868.74,10424.88,2020-10-12
T00002165,Tablet,East,9,137.04,1233.36,2024-03-28
T00002166,Printer,Central,7,403.82,2826.74,2021-07-04
T00002167,Laptop,East,4,1079.18,4316.72,2024-08-12
T00002168,Mouse,East,12,1044.94,12539.28,2023-07-15
T00002169,Keyboard,North,12,105.46,1265.52,2022-04-06
T00002170,Keyboard,South,6,690.35,4142.1,2023-07-02
T00002171,Mouse,Central,1,346.95,346.95,2022-09-06
T00002172,Printer,South,16,499.3,7988.8,2022-08-23
T00002173,Laptop,West,16,209.04,3344.64,2020-03-10
T00002174,Smartwatch,North,4,1772.2,7088.8,2020-03-18
T00002175,Tablet,East,14,1832.34,25652.76,2022-06-24
T00002176,Smartwatch,East,18,895.03,16110.54,2023-04-04
T00002177,Headphones,North,20,620.86,12417.2,2020-04-26
T00002178,Laptop,South,19,1289.26,24495.94,2023-05-13
T00002179,Mouse,South,18,1979.18,35625.24,2024-06-02
T00002180,Mouse,West,8,1142.97,9143.76,2024-07-11
T00002181,Headphones,East,13,974.62,12670.06,2021-03-14
T00002182,Laptop,South,12,1182.33,14187.96,2024-12-25
T00002183,Tablet,North,10,53.64,536.4,2020-03-02
T00002184,Tablet,South,1,229.39,229.39,2020-03-29
T00002185,Smartphone,North,2,981.23,1962.46,2024-11-27
T00002186,Monitor,West,5,174.91,874.55,2020-03-23
T00002187,Keyboard,Central,20,722.07,14441.4,2021-06-22
T00002188,Laptop,West,12,1537.82,18453.84,2022-02-25
T00002189,Laptop,East,15,777.52,11662.8,2021-03-11
T00002190,Camera,South,19,1583.49,30086.31,2021-06-20
T00002191,Printer,North,19,146.12,2776.28,2022-10-25
T00002192,Keyboard,Central,17,237.17,4031.89,2020-08-15
T00002193,Printer,West,5,1772.0,8860.0,2023-06-12
T00002194,Smartphone,Central,5,304.39,1521.95,2020-02-12
T00002195,Tablet,Central,16,1072.42,17158.72,2020-10-25
T00002196,Tablet,Central,3,603.27,1809.81,2024-02-23
T00002197,Keyboard,Central,20,103.6,2072.0,2022-02-12
T00002198,Monitor,Central,8,1870.12,14960.96,2021-09-07
T00002199,Tablet,East,10,613.58,6135.8,2024-04-29
T00002200,Headphones,Central,6,1852.93,11117.58,2023-06-26
T00002201,Camera,South,6,900.13,5400.78,2022-03-19
T00002202,Laptop,West,5,743.39,3716.95,2023-04-10
T00002203,Keyboard,North,8,808.87,6470.96,2023-05-29
T00002204,Mouse,Central,12,1029.81,12357.72,2024-09-01
T00002205,Smartwatch,North,20,481.89,9637.8,2022-06-05
T00002206,Printer,Central,8,1342.25,10738.0,2024-10-16
T00002207,Printer,South,13,1544.57,20079.41,2020-01-13
T00002208,Smartwatch,North,2,1525.42,3050.84,2023-02-06
T00002209,Mouse,East,10,1365.78,13657.8,2024-06-28
T00002210,Printer,Central,15,664.74,9971.1,2022-08-29
T00002211,Printer,North,8,834.24,6673.92,2022-12-29
T00002212,Mouse,West,18,735.28,13235.04,2022-03-29
T00002213,Tablet,Central,16,845.2,13523.2,2022-05-23
T00002214,Headphones,Central,15,689.17,10337.55,2023-04-24
T00002215,Keyboard,East,20,1281.79,25635.8,2024-10-04
T00002216,Camera,North,2,1995.24,3990.48,2024-10-09
T00002217,Monitor,Central,3,457.89,1373.67,2020-07-25
T00002218,Headphones,West,18,203.65,3665.7,2024-01-07
T00002219,Smartwatch,Central,7,513.7,3595.9,2022-06-19
T00002220,Mouse,Central,6,930.98,5585.88,2021-07-02
T00002221,Tablet,West,14,898.11,12573.54,2023-07-28
T00002222,Smartwatch,Central,1,686.59,686.59,2020-02-16
T00002223,Tablet,North,6,259.75,1558.5,2020-11-15
T00002224,Monitor,South,16,396.57,6345.12,2023-07-29
T00002225,Headphones,West,18,1336.01,24048.18,2020-05-28
T00002226,Monitor,South,18,1031.63,18569.34,2022-11-28
T00002227,Keyboard,South,10,781.4,7814.0,2022-08-06
T00002228,Keyboard,Central,17,1839.25,31267.25,2024-03-11
T00002229,Smartphone,North,2,1311.05,2622.1,2024-05-21
T00002230,Headphones,West,12,1536.25,18435.0,2020-05-01
T00002231,Mouse,Central,6,192.11,1152.66,2023-05-12
T00002232,Monitor,South,3,1449.83,4349.49,2024-11-21
T00002233,Mouse,Central,9,1718.17,15463.53,2024-11-02
T00002234,Printer,South,6,1625.07,9750.42,2020-10-02
T00002235,Laptop,North,2,391.81,783.62,2023-06-07
T00002236,Mouse,North,6,524.04,3144.24,2024-01-19
T00002237,Printer,North,6,1184.29,7105.74,2022-07-19
T00002238,Smartphone,North,12,88.35,1060.2,2023-12-03
T00002239,Smartphone,East,9,1485.38,13368.42,2023-10-06
T00002240,Monitor,East,3,1772.21,5316.63,2022-03-19
T00002241,Headphones,Central,16,309.74,4955.84,2021-05-25
T00002242,Keyboard,South,10,937.4,9374.0,2023-12-23
T00002243,Monitor,North,16,778.5,12456.0,2022-04-20
T00002244,Printer,East,13,1081.95,14065.35,2022-08-07
T00002245,Tablet,North,4,948.77,3795.08,2021-10-20
T00002246,Laptop,Central,15,1906.29,28594.35,2022-03-11
T00002247,Keyboard,North,12,953.89,11446.68,2021-05-23
T00002248,Smartphone,South,20,1710.57,34211.4,2020-03-31
T00002249,Mouse,Central,15,1488.81,22332.15,2023-09-03
T00002250,Smartwatch,South,1,1655.85,1655.85,2020-10-29
T00002251,Monitor,West,7,1966.2,13763.4,2021-02-26
T00002252,Keyboard,West,14,541.53,7581.42,2024-02-03
T00002253,Smartwatch,East,1,995.1,995.1,2020-02-11
T00002254,Camera,East,4,1622.6,6490.4,2024-05-23
T00002255,Printer,East,20,567.0,11340.0,2021-07-08
T00002256,Keyboard,North,19,1199.05,22781.95,2020-04-20
T00002257,Printer,East,16,1996.6,31945.6,2022-06-10
T00002258,Laptop,South,5,1754.11,8770.55,2021-12-27
T00002259,Mouse,Central,4,1685.58,6742.32,2022-06-06
T00002260,Smartwatch,South,11,334.72,3681.92,2023-10-24
T00002261,Tablet,North,1,305.72,305.72,2021-07-07
T00002262,Laptop,North,8,1272.27,10178.16,2022-10-12
T00002263,Mouse,East,13,1641.31,21337.03,2022-08-28
T00002264,Printer,West,12,184.53,2214.36,2023-08-04
T00002265,Smartwatch,North,5,1614.16,8070.8,2022-04-04
T00002266,Laptop,East,5,351.35,1756.75,2024-11-19
T00002267,Smartphone,West,2,1010.21,2020.42,2022-02-02
T00002268,Camera,North,14,1315.65,18419.1,2024-06-02
T00002269,Mouse,West,9,976.84,8791.56,2021-03-12
T00002270,Tablet,West,5,1594.3,7971.5,2020-12-25
T00002271,Smartphone,West,14,821.54,11501.56,2020-04-28
T00002272,Headphones,South,7,993.49,6954.43,2024-01-29
T00002273,Smartwatch,West,16,318.54,5096.64,2024-08-16
T00002274,Smartwatch,East,12,433.95,5207.4,2021-06-10
T00002275,Laptop,Central,10,957.41,9574.1,2024-02-16
T00002276,Mouse,Central,4,595.6,2382.4,2024-04-02
T00002277,Laptop,West,12,320.04,3840.48,2023-05-18
T00002278,Headphones,Central,2,1984.13,3968.26,2020-12-28
T00002279,Smartphone,East,6,630.68,3784.08,2020-11-08
T00002280,Monitor,Central,4,1927.22,7708.88,2020-03-12
T00002281,Smartphone,Central,4,1863.91,7455.64,2021-11-26
T00002282,Laptop,South,8,382.23,3057.84,2022-08-04
T00002283,Smartphone,West,11,1172.04,12892.44,2023-01-23
T00002284,Mouse,East,12,493.51,5922.12,2023-04-23
T00002285,Smartphone,South,16,1715.11,27441.76,2024-11-17
T00002286,Smartwatch,North,18,1373.79,24728.22,2023-12-23
T00002287,Mouse,North,12,1626.64,19519.68,2023-08-10
T00002288,Tablet,North,7,325.65,2279.55,2022-11-01
T00002289,Mouse,West,1,326.08,326.08,2024-05-03
T00002290,Printer,East,15,1131.28,16969.2,2024-12-19
T00002291,Mouse,North,11,1395.23,15347.53,2022-09-14
T00002292,Smartwatch,North,14,171.67,2403.38,2024-04-22
T00002293,Keyboard,West,11,1704.47,18749.17,2024-06-10
T00002294,Camera,West,18,408.92,7360.56,2023-07-26
T00002295,Tablet,West,10,961.25,9612.5,2020-12-20
T00002296,Smartphone,Central,7,962.83,6739.81,2023-05-07
T00002297,Camera,Central,2,1213.02,2426.04,2024-12-15
T00002298,Printer,Central,8,1225.37,9802.96,2023-01-04
T00002299,Mouse,North,2,1477.8,2955.6,2022-12-18
T00002300,Smartphone,East,14,59.14,827.96,2023-02-07
T00002301,Printer,North,2,1939.06,3878.12,2023-07-24
T00002302,Tablet,Central,1,566.93,566.93,2021-09-26
T00002303,Laptop,South,15,813.58,12203.7,2022-09-04
T00002304,Keyboard,South,13,646.29,8401.77,2024-06-10
T00002305,Smartphone,North,14,1099.3,15390.2,2022-04-13
T00002306,Keyboard,North,6,1653.56,9921.36,2024-04-12
T00002307,Smartwatch,East,4,730.78,2923.12,2022-05-13
T00002308,Camera,Central,12,1325.6,15907.2,2021-12-23
T00002309,Headphones,South,12,1309.76,15717.12,2023-05-23
T00002310,Smartwatch,West,10,1342.35,13423.5,2024-08-29
T00002311,Headphones,South,10,337.08,3370.8,2021-10-15
T00002312,Mouse,East,8,1490.89,11927.12,2023-01-13
T00002313,Printer,North,18,1961.5,35307.0,2023-12-23
T00002314,Keyboard,North,19,185.95,3533.05,2024-01-13
T00002315,Printer,South,1,1532.6,1532.6,2020-10-08
T00002316,Mouse,West,18,1971.43,35485.74,2023-08-10
T00002317,Smartwatch,North,15,1680.76,25211.4,2023-05-04
T00002318,Smartwatch,North,19,232.74,4422.06,2024-06-23
T00002319,Mouse,Central,17,1249.2,21236.4,2024-04-24
T00002320,Keyboard,West,7,661.11,4627.77,2020-08-08
T00002321,Monitor,South,1,86.05,86.05,2020-05-19
T00002322,Tablet,West,15,996.5,14947.5,2021-02-19
T00002323,Smartphone,South,4,889.38,3557.52,2022-07-10
T00002324,Camera,Central,18,966.51,17397.18,2023-03-28
T00002325,Camera,North,11,224.37,2468.07,2022-09-02
T00002326,Printer,Central,14,1792.63,25096.82,2024-01-18
T00002327,Camera,West,4,1634.31,6537.24,2020-05-28
T00002328,Camera,Central,9,689.67,6207.03,2023-10-25
T00002329,Tablet,South,15,424.14,6362.1,2020-02-04
T00002330,Printer,South,10,303.05,3030.5,2023-03-05
T00002331,Printer,East,19,770.3,14635.7,2022-09-29
T00002332,Mouse,North,4,808.17,3232.68,2021-12-16
T00002333,Monitor,Central,17,1463.92,24886.64,2021-07-29
T00002334,Printer,Central,19,646.04,12274.76,2022-02-04
T00002335,Smartwatch,South,15,1886.21,28293.15,2023-03-08
T00002336,Smartwatch,East,14,100.04,1400.56,2022-08-24
T00002337,Keyboard,South,11,988.37,10872.07,2024-11-04
T00002338,Headphones,South,15,1675.69,25135.35,2024-05-20
T00002339,Smartphone,North,14,1323.55,18529.7,2023-04-22
T00002340,Printer,West,8,687.09,5496.72,2021-03-22
T00002341,Camera,North,17,801.41,13623.97,2024-04-17
T00002342,Camera,South,5,458.91,2294.55,2021-09-30
T00002343,Monitor,Central,16,1765.87,28253.92,2020-05-22
T00002344,Laptop,South,15,1626.71,24400.65,2020-07-29
T00002345,Laptop,East,17,1936.08,32913.36,2021-12-18
T00002346,Smartphone,Central,20,1165.65,23313.0,2024-04-21
T00002347,Laptop,Central,7,1726.2,12083.4,2021-10-25
T00002348,Headphones,West,13,1623.91,21110.83,2021-10-03
T00002349,Smartwatch,West,14,1404.28,19659.92,2020-11-01
T00002350,Mouse,South,8,1992.47,15939.76,2021-04-06
T00002351,Camera,South,6,1470.62,8823.72,2024-09-29
T00002352,Camera,Central,2,1357.96,2715.92,2022-12-17
T00002353,Smartwatch,East,8,816.35,6530.8,2022-11-18
T00002354,Monitor,South,3,985.87,2957.61,2021-01-29
T00002355,Headphones,South,9,75.06,675.54,2023-02-15
T00002356,Monitor,East,4,1429.42,5717.68,2021-06-03
T00002357,Headphones,East,4,447.25,1789.0,2024-10-10
T00002358,Keyboard,Central,7,816.18,5713.26,2024-04-19
T00002359,Monitor,South,20,924.53,18490.6,2023-01-02
T00002360,Tablet,West,15,622.77,9341.55,2024-06-11
T00002361,Keyboard,West,17,1838.38,31252.46,2024-06-16
T00002362,Monitor,South,15,111.5,1672.5,2022-06-15
T00002363,Smartwatch,West,1,865.68,865.68,2020-08-10
T00002364,Tablet,East,6,111.09,666.54,2021-08-13
T00002365,Tablet,North,10,1404.5,14045.0,2024-05-02
T00002366,Tablet,South,14,736.63,10312.82,2023-08-06
T00002367,Mouse,South,6,1419.35,8516.1,2022-03-04
T00002368,Smartwatch,South,10,900.1,9001.0,2021-01-20
T00002369,Smartphone,East,2,594.09,1188.18,2021-03-01
T00002370,Printer,Central,11,1339.98,14739.78,2021-08-03
T00002371,Smartwatch,Central,8,1720.74,13765.92,2022-02-12
T00002372,Tablet,Central,16,1877.48,30039.68,2023-01-30
T00002373,Laptop,Central,3,963.25,2889.75,2020-04-25
T00002374,Monitor,Central,11,837.65,9214.15,2021-04-13
T00002375,Printer,North,16,1393.49,22295.84,2021-10-09
T00002376,Monitor,West,3,376.51,1129.53,2020-05-11
T00002377,Headphones,South,15,1200.15,18002.25,2024-04-06
T00002378,Camera,North,19,966.25,18358.75,2024-03-18
T00002379,Smartphone,South,10,155.9,1559.0,2021-03-18
T00002380,Keyboard,East,5,94.9,474.5,2021-09-29
T00002381,Smartwatch,Central,6,400.07,2400.42,2023-12-08
T00002382,Laptop,Central,13,938.64,12202.32,2020-01-01
T00002383,Printer,Central,6,1495.21,8971.26,2020-08-25
T00002384,Smartphone,East,1,1264.63,1264.63,2022-09-03
T00002385,Tablet,Central,12,282.39,3388.68,2021-07-24
T00002386,Smartwatch,Central,16,611.06,9776.96,2020-09-11
T00002387,Laptop,East,18,1562.63,28127.34,2022-02-07
T00002388,Laptop,North,12,1637.8,19653.6,2023-08-29
T00002389,Printer,West,2,1457.81,2915.62,2020-03-01
T00002390,Printer,South,1,1754.79,1754.79,2023-12-02
T00002391,Smartwatch,West,4,314.15,1256.6,2023-01-28
T00002392,Headphones,North,20,1523.37,30467.4,2022-09-13
T00002393,Camera,East,8,156.18,1249.44,2023-12-21
T00002394,Mouse,Central,7,1326.16,9283.12,2024-10-30
T00002395,Smartphone,South,3,285.37,856.11,2022-11-01
T00002396,Headphones,North,20,506.24,10124.8,2023-11-05
T00002397,Printer,Central,5,875.5,4377.5,2023-10-09
T00002398,Laptop,Central,19,1747.25,33197.75,2024-11-20
T00002399,Mouse,South,2,1667.96,3335.92,2023-06-14
T00002400,Monitor,Central,19,200.11,3802.09,2022-08-17
T00002401,Headphones,Central,11,1900.11,20901.21,2020-04-16
T00002402,Smartwatch,East,18,1894.45,34100.1,2020-04-26
T00002403,Mouse,East,5,1832.49,9162.45,2023-03-25
T00002404,Monitor,East,4,57.22,228.88,2023-05-19
T00002405,Printer,North,10,1218.2,12182.0,2022-11-04
T00002406,Mouse,North,4,632.38,2529.52,2022-08-28
T00002407,Tablet,Central,18,1431.35,25764.3,2024-06-26
T00002408,Monitor,East,1,717.34,717.34,2024-09-16
T00002409,Tablet,Central,1,882.65,882.65,2021-03-10
T00002410,Mouse,South,6,954.41,5726.46,2024-07-23
T00002411,Laptop,Central,20,1314.13,26282.6,2022-04-28
T00002412,Laptop,East,20,589.79,11795.8,2024-12-21
T00002413,Mouse,North,17,707.36,12025.12,2021-04-20
T00002414,Laptop,Central,6,1565.13,9390.78,2021-11-25
T00002415,Mouse,North,18,955.09,17191.62,2023-01-30
T00002416,Tablet,Central,9,1827.46,16447.14,2022-04-21
T00002417,Mouse,North,1,1674.99,1674.99,2020-04-11
T00002418,Printer,Central,6,1487.66,8925.96,2020-02-26
T00002419,Mouse,North,10,835.42,8354.2,2024-03-25
T00002420,Headphones,Central,20,1478.64,29572.8,2022-01-02
T00002421,Camera,Central,12,470.37,5644.44,2020-03-29
T00002422,Printer,South,15,75.69,1135.35,2022-09-22
T00002423,Camera,Central,19,1766.87,33570.53,2023-08-09
T00002424,Camera,West,10,856.14,8561.4,2023-07-18
T00002425,Mouse,West,18,1777.53,31995.54,2021-01-07
T00002426,Keyboard,North,6,199.09,1194.54,2022-02-13
T00002427,Smartwatch,North,17,147.94,2514.98,2022-04-07
T00002428,Headphones,East,3,391.26,1173.78,2020-07-23
T00002429,Headphones,South,11,66.63,732.93,2023-05-22
T00002430,Tablet,Central,18,580.93,10456.74,2024-05-12
T00002431,Headphones,Central,7,479.57,3356.99,2021-08-02
T00002432,Tablet,South,10,437.69,4376.9,2023-01-04
T00002433,Smartphone,Central,16,1762.24,28195.84,2020-11-19
T00002434,Smartphone,Central,17,521.53,8866.01,2020-04-01
T00002435,Smartphone,East,9,1131.34,10182.06,2021-12-07
T00002436,Monitor,East,12,83.38,1000.56,2022-02-04
T00002437,Laptop,Central,12,319.13,3829.56,2023-11-18
T00002438,Camera,North,11,1178.25,12960.75,2024-06-26
T00002439,Mouse,South,19,597.95,11361.05,2022-10-09
T00002440,Laptop,North,19,883.4,16784.6,2024-01-25
T00002441,Tablet,South,15,1865.82,27987.3,2024-12-19
T00002442,Monitor,North,4,479.86,1919.44,2024-10-04
T00002443,Smartwatch,East,14,787.63,11026.82,2024-04-23
T00002444,Keyboard,North,4,313.03,1252.12,2022-03-21
T00002445,Headphones,North,13,260.56,3387.28,2024-03-25
T00002446,Headphones,Central,19,1499.74,28495.06,2021-10-12
T00002447,Tablet,North,15,350.46,5256.9,2020-01-15
T00002448,Laptop,South,5,369.2,1846.0,2023-01-16
T00002449,Smartwatch,East,6,185.09,1110.54,2021-05-16
T00002450,Laptop,West,3,368.58,1105.74,2022-11-06
T00002451,Headphones,North,7,326.94,2288.58,2022-05-23
T00002452,Smartwatch,North,4,1980.85,7923.4,2023-07-27
T00002453,Printer,West,19,1217.94,23140.86,2020-06-03
T00002454,Tablet,South,20,1469.41,29388.2,2022-06-28
T00002455,Headphones,North,2,1809.29,3618.58,2024-08-11
T00002456,Laptop,East,9,1633.64,14702.76,2022-02-26
T00002457,Headphones,West,9,1598.25,14384.25,2021-11-04
T00002458,Keyboard,North,20,222.56,4451.2,2021-04-11
T00002459,Headphones,East,3,1298.23,3894.69,2022-11-29
T00002460,Camera,North,11,1487.84,16366.24,2024-12-13
T00002461,Keyboard,East,19,1562.48,29687.12,2022-08-05
T00002462,Smartwatch,East,3,1789.02,5367.06,2023-11-25
T00002463,Smartphone,East,3,493.57,1480.71,2023-03-15
T00002464,Monitor,West,8,1514.63,12117.04,2023-08-09
T00002465,Keyboard,West,6,1331.27,7987.62,2023-09-15
T00002466,Monitor,North,3,289.85,869.55,2024-09-06
T00002467,Headphones,West,20,1443.22,28864.4,2021-10-29
T00002468,Printer,Central,6,1492.31,8953.86,2023-05-27
T00002469,Mouse,East,1,103.79,103.79,2023-10-01
T00002470,Printer,East,16,224.5,3592.0,2023-02-07
T00002471,Laptop,North,6,887.44,5324.64,2023-11-30
T00002472,Monitor,East,15,1456.9,21853.5,2023-12-18
T00002473,Smartphone,South,18,313.41,5641.38,2024-03-23
T00002474,Monitor,North,18,1657.51,29835.18,2024-01-20
T00002475,Smartwatch,East,9,961.82,8656.38,2021-11-26
T00002476,Camera,North,1,1739.46,1739.46,2024-05-11
T00002477,Headphones,East,17,1248.38,21222.46,2024-05-13
T00002478,Camera,South,5,304.36,1521.8,2024-05-13
T00002479,Smartphone,North,12,245.37,2944.44,2020-09-29
T00002480,Printer,East,9,1679.14,15112.26,2024-06-28
T00002481,Headphones,South,5,1246.73,6233.65,2023-12-27
T00002482,Smartwatch,South,5,1653.85,8269.25,2023-03-31
T00002483,Camera,South,2,1157.68,2315.36,2021-08-15
T00002484,Keyboard,West,10,313.52,3135.2,2024-08-16
T00002485,Headphones,West,7,1285.44,8998.08,2021-07-25
T00002486,Tablet,North,14,1924.64,26944.96,2024-03-26
T00002487,Smartphone,Central,16,202.57,3241.12,2020-11-18
T00002488,Keyboard,West,15,884.34,13265.1,2022-07-13
T00002489,Smartwatch,Central,17,1450.6,24660.2,2021-08-03
T00002490,Tablet,East,7,914.29,6400.03,2020-07-18
T00002491,Keyboard,West,12,1493.99,17927.88,2023-12-18
T00002492,Tablet,North,18,180.65,3251.7,2022-11-01
T00002493,Mouse,East,12,1241.02,14892.24,2024-02-25
T00002494,Printer,West,18,954.67,17184.06,2024-10-26
T00002495,Tablet,Central,19,1156.7,21977.3,2020-10-21
T00002496,Keyboard,North,19,1298.21,24665.99,2024-09-11
T00002497,Laptop,East,12,970.46,11645.52,2023-07-19
T00002498,Keyboard,East,8,1063.46,8507.68,2024-02-01
T00002499,Printer,East,1,1254.94,1254.94,2023-08-14
T00002500,Smartphone,North,19,122.89,2334.91,2023-09-08
T00002501,Smartphone,Central,17,315.07,5356.19,2020-08-21
T00002502,Camera,South,6,285.9,1715.4,2024-04-03
T00002503,Laptop,West,19,1320.79,25095.01,2021-08-23
T00002504,Tablet,East,10,1571.62,15716.2,2020-01-20
T00002505,Smartphone,West,6,1740.05,10440.3,2022-07-24
T00002506,Tablet,West,12,238.06,2856.72,2022-11-28
T00002507,Printer,East,4,727.26,2909.04,2022-07-23
T00002508,Tablet,West,6,1343.82,8062.92,2021-05-30
T00002509,Smartwatch,Central,14,473.27,6625.78,2021-03-28
T00002510,Printer,South,16,1612.49,25799.84,2020-06-20
T00002511,Headphones,Central,13,688.48,8950.24,2021-01-20
T00002512,Laptop,North,1,728.36,728.36,2023-04-14
T00002513,Laptop,South,14,1370.49,19186.86,2024-03-27
T00002514,Keyboard,Central,7,220.39,1542.73,2021-08-09
T00002515,Camera,Central,16,663.15,10610.4,2021-06-15
T00002516,Headphones,South,8,1209.93,9679.44,2020-08-30
T00002517,Monitor,West,10,95.66,956.6,2024-06-27
T00002518,Headphones,East,8,1567.43,12539.44,2023-11-15
T00002519,Monitor,North,6,187.28,1123.68,2021-10-04
T00002520,Smartphone,South,10,756.36,7563.6,2020-10-09
T00002521,Monitor,Central,19,1786.63,33945.97,2021-06-14
T00002522,Tablet,West,15,811.28,12169.2,2021-04-20
T00002523,Tablet,Central,18,1757.39,31633.02,2024-10-04
T00002524,Camera,South,4,1142.68,4570.72,2024-01-19
